epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1690.54,1.6893,10.0315,2.47216,0.59219,0.3766,0.35352,0.29382,1.31196,11.6218,2.24475,0.000128002,0.000128002,0.000128002
